# 5x5 puzzles normal

d5517557add5507557add5547 00102001114102220313234314243440
bc297c3ea97852c96bc3e903e 002030114112324223331424340321
6bebcd4507557add15073ebe9 300111411232420313334314
bebeb85056abad1aac3ce83c7 1020304001114102124233430424
bebebc505617ad16943cd6bc7 1020300141021242033344
69553d2d3e3c3c103c3c003c7 3001113141223213232434044400
bebebc505653ad5be853c56be 0131021222320313431424344400
d3e973c52d057876952dd6bc7 1020302141122223042434
d3e933c14607ad569413d6bc6 0020302141122232132333431434
bad17ac3a9c3eac78507d6be9 10204011021242033343142434
bebeb85052ababaaaaaaeaeae 10400111021222324203134314
bc69785169abad0aac3ce83c7 1001410222032343142434
6ba97d2ead3c507457add5547 400111211203132333142434
95517e97ad52d07bc7adc5547 002011212203232434
d3e973c16907ad06943cd6bc7 0020302112322333431424
d3e973c52d41787be969c5690 002021310203234314243444
6bad3d2c3a783ea94052ebebe 1020301141021222324234
9153c86b87ad2ad87ac3e903e 00103141224203431434
bad3cac3c3c3c7a3c15203ebe 3040012141021242334314
97a97a96adaad07ac7adc5547 00220323142434

# 5x5 puzzles hard

bad17a87adae943852baebeae 300121310212320414243444
bad17ac7ad85543ad53ac57ae 1030403141024203430414
bebab852eaabc16a87adead47 1040213102123242130444
d153c3eb87056a96952cd6bc7 10203011224203334314
d15537a93a9686aad2d2c783e 0031223242233344
953abebaea16852696bad692e 102040112141221333042444
95553ad53a857aaad52ac57ae 213122324244
953ababeaaa856aae952c56be 00204011213112222333142444
6be97d416957ad0d143c3ebc7 0020011141021243142434
d15577ad15d43eb57852d56be 10203031224203332434

# 7x7 puzzles Easy

6b86953d2a96be7aead45d0501537ab86ba96aad2ae92c7ae 2030405001113102326203233334445464152556
97ad513a941786aebe92d8505043abebabeac16ac5c7ad457 305001112151021222324213532434445464154555651636
be93e938504142abebabea856ac5aad5413a855782ead5546 106102122232425262031333435304440545650616263646
6953e9396bc146e947ad55695417d1697ad7a96907d6ad469 10300111516102122232426203234363042434445464051555653656
9155157c297ad57aa9057d2ac2d57ac3c17d0787ad3e92d47 205001112151425223435324345425451626364656
bc2953c87aebc3ad0547ac3ad1523a83eba6ac456ad455556 103040501121411222324223432434445425455516263656
006bebc0694143696bebad2d412e7853c45d2bc1533e83ebe 102030405060016102226263640515253545556546
bc2d53c8785787a969169aad42d0ac13c3cc3c47873c55569 103060113161223242520313233343536314243444053555063656
ba95553aea953e852ebc5ab85057aaebad5a856853ead56be 6001210212223242526223532434446415651626
953ebebabc5056ac17ad587ad057a947ad5aad1453e83e93e 011131516102123252620313233343536304143454640515355565
ba95517aead3e9c50785457ad693d50514657abad5d56ac57 30405001410212223242526213231405154526364666
953ebebabc5052e857abe56952c5916b857c2d2ad53c7ac57 10203040501161122242526203135363041424445405551626364656
9515557abe9555ac16953c3ad2ba7ac7aaad0516aa3ebe92e 505161021242526243245425354555651626
bebc06b8547a96ad156adc3e95433c1697a47ad2d2d54783e 5001416102122232620363043444546405256516
d551517557abad9552ac7a97ac51aad053ca87ab87ead6ae9 5001022242526203132343536334445415355516263656
be91513c146bc27ad507a9457a92a9552c2ae93c3ac5447ae 001020302141611222425262033363041424445405254536465666
ba957abaead16ac543a96557aeadd550507557abadd556ac7 30405001021222421333435363144464051525451626364656
9155153c697aba152d6aa6bc516ad053e967abc169d683e90 00102040501131411232421333532434542535551626465666
953c6bcabc5507ac153e9c3ebc50385453c6a95787d6ad569 304050511222325262035304140515556536
697ad1396943c2a96bc7aaa94552aead53e85053c5ebebc57 50012102122242526203132333435363041424445464456516
be93e938504542ebe953a5416baa97ad2aaad47aeac555456 102021021222425213334304143405253545
bc2be97c3e85693c1695407ad2976943ea996b852ce92ebc7 10203040011151610222520313234353631444640515556526364656
d3869537ae96bed052d453abc5176a857ad96a9507e92ebe9 2030405001214151426213445415253555654656
93e93ebc41405257abeba952c16aeb87a9656a96add56ad47 506001114102122242526203233343630414244454642555650616
953ebabebc52ea5057852be952bac16beaa7ad416ad457ad6 112131516102224203435304144445556516
bc2d3ebc383c167a847add2e95077852badd2baa873eaeae9 00102030405011213102223242622333430424344464354555162636465666
d53e95353c16bebc7ad0585143ebababc16aaa87adeaead47 1020302131611242526203430444541525354656
bebebebc50545253a957abeaad16c52c3ad5787a83d5692c6 4001112131415161021252620363041454640515253545556526
97ad53cad05783c3ad1467ac7ad59455053ad17abac7ad6ae 2030113151021222324252621314243444546405250656
913a953846aabea956ac5ae95053c52beba57a856ad56ad56 1040501131410212223223334334445464253555162656

# 7x7 puzzles Normal

06953eb696bc52969453ea969785aad2d6bac78516c556be9 004213334324441525455565061626
ba93e93ae84146c56bad55556853d5152ba57abaaad56aeae 00405011410212223242621333530424344454642555162666
9513ad3abc2c3aac387aa87aad2aad2c3eac3c38163c7ac69 50213141024262033363243464154556
ba93e93aa84142aaabebaaeac16ac147a967ad52add457ac7 005060021222324252031323435363142434445464061666
bebad53852857aabae956ea852d552abc13bea8786c56ad69 20400121511232134304244464153545552656
693ebeb9405416ebe97ad5456947d5552955557aebd555456 102040601141021222426223430424445464255506264656
9553c6be93c552144553a69553ead2978527aa96bad6ae92e 40601121315142133353630424051535556506162666
be95517c5697ad5552947d53aa9553aeaebbe85052c56bebe 0020305031415102124223334324546415253516364666
957ababad56aea8551452a97ad3eaad0785ac3ad6bc7ac556 115161022242234344051506263646
b86be93aad4146ac17ad583e9417c416bad57a9683d56ad46 30600111516112326203234363043454051555650636
be97a93852d286abc3eada83c147ac07a95c3ad2eb3e83c56 0121316142521324344464051555263646
97a9553ad6a97ac516ad257a947ad52ad1657a87add56ad47 204050011131410222446425355565162646
be953ab856baeae95685216952be696bac59696853e92d6be 3001416162233343536315253565061626364656
d157abc3a952c36aeb83a9452c6aad3c152c387aba3ead6ae 003050114151610232421323435324346405152555163666
d3ad5137ac1786943a969abaead4aa85057aaabad5eaeac57 00315161025262035314344464255516264656
d3c2957787aa95d296aeb7ae9416d416bad57ad2c3d54783e 20406001415102220333634464152565062646
d55386b553aa96d3aaead7ae8507d056bad7ad52c3d45783e 10204021416122325243635464253506265666
953ad3cebac7875685169952be94abe856bac56952c5556be 00205021315132426233042434153545164666
69153ebd06bc567a94155d2eba973852ead6ab8143d6ac6be 30405001112161023252133353630444056546
9553e97a97852daad2bc3e87a87a5692a96d142aad3ebeac7 104050315161123262033363043454051535162656
93ad3ab8287aea86a9452a96ad3eae94785852d56bebc5556 106001310242032353043444153545062646
93abad3c2eac3a78507aa96bad6ae968552569697ad5692d6 204060011131510242031323435363246415355565062646
6957a9796916adad06947c3e96957852d6bd2bc1523e83ebe 50015112220333534464153565162646
bad53aba853aaaaebaaaa852eaeaeb8545256ad17ad547ad6 304050011131022232426213530424344464355565162636
baba93caeaac0785287adabae947aa85295aaabaebeaeac56 0011215161025262133353144464051555163666
95153abebebaea5052856bebea9585452ebad53816c57ac69 600111213141516112623304540515253545556506
babad17aeac3adc507a8753a96adbeaad07852c7adebc5547 00205060114161022203234445062656
9578693a952946aebea95c5052eb57abc16952c3adebc7ac7 406001113151610222326203630434446405153555650626
9551517e93ebad54452c3d153c7a7abc152d2c3aba3c7aeae 20305060214102324262233314644555061666
953e957ab852d1eaebc3c5454787d5551695557ad4d555457 10304050602151022232234334446415450616263656
be97ad3852d43aab853eaeaebc1650147a9bc6952cc556bc7 3040012141515213334363241525653646
b86bad3aad287aac7ae96c15052d3ebebc3454547ad555556 00305021411262032333436304542545163666
6bebabc9452a87a97aeadaad4147e857ad55695053d56bebe 00104050213102223213436324446405652646
953e957ebc52955453aebd53a85657aead5d1450533e93ebe 40500111314161125203135363145405253555651626
953e957ab852d5aaeb853a816abae8696aa569696ad5692d6 506011225262132333634464154555650626
6bebc2b94547aaad5116a853c2d2eb8783a56ad46ad545556 40500111214112325213234353143454254555651626
d3aba977aaaaadd2eaa877852ea9d2bc52c7ac53c3d45783e 10204060012151610212425233636425354565062656
d3c6beb7855056d697ad1556943c9556bc7ad55455c555557 102040602131411222425262041424445425354506264656
6be9517d052be97abac54d2ac1177a83c2dd2c43c33c5783e 103050010212420333632434440515364666
9551557a97a951ead2ebc143c5076bc57ad9451543e93e93e 002011314161225262033363041444052535554666

# 7x7 puzzles Hard

d3a95577aaad55d2e85533c1697a07ad2d2694387ad6bead6 0020405041126203530414546435450616
d3ab86b7aaaa96d2aaaa97aeaeac9414543abad53aeac57ae 20304060012141023262132333435304346425456506263646
bebebabc5452ea555785295516bead3ad0583a83ebc6ac456 50600141123242620333042444051545554666
91553eb82d3c12c43c3c653c3c55bc785578152d55c6bc557 00102030405060113141516233041525355506162636465666
be953eb856bc16ad147ad87a9507a92ebadac452c3c55783e 01314252233343534454640535651636
bc2be97c3e852d7852bc7d2bac153eac3eb4547852d5556be 0030506021314102520363146425354506163666
d553a97157aaad6952a8392bae86c6ac52d5545787d555569 001030405021314112325213143444155506162656
d17ad537a9417ad2abad27aeac3a94143eaabab812eaeac46 0010306051226203132343536304441506365666
9151553c6ba93e556ac41d51453c17a9787696ad2dd6903c7 001060314112326213336324446415254666
d1551577ad3ad5943ac17ebac3ad5687ac3952947aebead56 004060113151610212133353546405153555062666
953ad17abe87adac5694381512bac2bc6aa7ac552ad4557ae 005011611233430434540535550636465666
d3e95573c52955057ae97695052d96bebc3ad0547ac7ad556 102041611222526203630414445405254656
bad3a97a87aeadaad0547ac3ad1583a87ab82ead6ac454556 4050010222421323633454153506162636
